machine_id,vibration,temperature,pressure,up_time,down_time,status,last_maintenance_date,factory_id
M020,0.65,62,132,1738,0,Operational,2024-01-03,820
M018,2.69,93,178,5200,0,Operational,2024-05-04,820
M038,2.06,117,101,1139,0,Operational,2024-07-28,820
M016,0.67,73,198,9188,0,Operational,2024-01-22,820
M039,2.71,63,109,7048,0,Operational,2024-06-25,820
M022,0.68,107,123,5729,90,Failed,2024-04-29,820
M019,2.05,114,159,8781,0,Operational,2024-03-20,820
M044,2.5,105,152,2105,50,Failed,2024-02-25,820
M008,2.95,100,149,5055,86,Failed,2024-02-05,820
M002,2.8,95,102,5011,46,Failed,2024-08-04,821
M036,0.62,61,113,3618,0,Operational,2024-12-25,821
M023,0.52,81,165,3727,17,Failed,2024-12-13,821
M030,2.08,101,174,2970,74,Needs Maintenance,2024-06-17,821
M039,2.71,63,109,7048,0,Operational,2024-05-20,821
M005,1.26,84,178,6414,0,Operational,2024-05-20,821
M045,2.18,72,181,3275,0,Operational,2024-09-28,821
M020,0.65,62,132,1738,0,Operational,2024-05-08,821
M008,2.95,100,149,5055,86,Failed,2024-04-25,821
M004,1.74,89,176,7578,100,Failed,2024-02-15,821
M049,0.34,92,144,3120,0,Operational,2024-08-09,822
M010,1.13,120,182,7579,0,Operational,2024-12-04,822
M033,2.45,113,128,3782,23,Failed,2024-09-01,822
M039,2.71,63,109,7048,0,Operational,2024-01-14,822
M050,2.26,77,184,7966,0,Operational,2024-03-23,822
M042,2.79,79,143,7480,0,Operational,2024-02-12,822
M019,2.05,114,159,8781,0,Operational,2024-09-06,822
M037,1.21,112,160,8591,85,Failed,2024-08-07,822
M037,1.21,112,160,8591,85,Failed,2024-11-04,822
M036,0.62,61,113,3618,0,Operational,2024-09-24,822
M047,0.73,118,152,6104,98,Needs Maintenance,2024-07-15,823
M018,2.69,93,178,5200,0,Operational,2024-06-17,823
M038,2.06,117,101,1139,0,Operational,2024-03-12,823
M018,2.69,93,178,5200,0,Operational,2024-08-29,823
M011,1.96,85,106,8906,0,Operational,2024-07-26,823
M046,0.28,102,147,3545,38,Needs Maintenance,2024-10-23,823
M042,2.79,79,143,7480,0,Operational,2024-02-27,823
M024,0.54,91,187,9145,0,Operational,2024-10-26,823
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-07,823
M045,2.18,72,181,3275,0,Operational,2024-02-01,823
M016,0.67,73,198,9188,0,Operational,2024-08-20,824
M024,0.54,91,187,9145,0,Operational,2024-02-17,824
M022,0.68,107,123,5729,90,Failed,2024-03-10,824
M023,0.52,81,165,3727,17,Failed,2024-12-03,824
M001,0.59,77,181,4250,75,Needs Maintenance,2024-06-29,824
M031,0.53,97,142,6378,0,Operational,2024-06-15,824
M004,1.74,89,176,7578,100,Failed,2024-07-26,824
M006,1.62,67,190,9020,0,Operational,2024-12-28,824
M031,0.53,97,142,6378,0,Operational,2024-05-30,824
M009,0.3,79,128,4982,78,Needs Maintenance,2024-10-30,824
M044,2.5,105,152,2105,50,Failed,2024-04-22,825
M010,1.13,120,182,7579,0,Operational,2024-12-02,825
M049,0.34,92,144,3120,0,Operational,2024-03-02,825
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-03,825
M009,0.3,79,128,4982,78,Needs Maintenance,2024-09-13,825
M003,1.13,113,107,4038,55,Failed,2024-09-10,825
M029,1.27,98,108,4450,27,Failed,2024-12-08,825
M047,0.73,118,152,6104,98,Needs Maintenance,2024-12-18,825
M006,1.62,67,190,9020,0,Operational,2024-05-04,825
M040,2.95,75,176,6559,57,Needs Maintenance,2024-10-12,825
M024,0.54,91,187,9145,0,Operational,2024-01-31,826
M030,2.08,101,174,2970,74,Needs Maintenance,2024-02-09,826
M045,2.18,72,181,3275,0,Operational,2024-08-09,826
M040,2.95,75,176,6559,57,Needs Maintenance,2024-11-14,826
M036,0.62,61,113,3618,0,Operational,2024-09-28,826
M004,1.74,89,176,7578,100,Failed,2024-10-12,826
M010,1.13,120,182,7579,0,Operational,2024-04-08,826
M036,0.62,61,113,3618,0,Operational,2024-12-08,826
M022,0.68,107,123,5729,90,Failed,2024-09-09,826
M012,0.45,109,172,7876,0,Operational,2024-01-28,826
M004,1.74,89,176,7578,100,Failed,2024-12-24,827
M030,2.08,101,174,2970,74,Needs Maintenance,2024-04-11,827
M016,0.67,73,198,9188,0,Operational,2024-11-09,827
M017,2.2,101,123,8681,0,Operational,2024-11-09,827
M047,0.73,118,152,6104,98,Needs Maintenance,2024-09-07,827
M040,2.95,75,176,6559,57,Needs Maintenance,2024-04-05,827
M039,2.71,63,109,7048,0,Operational,2024-06-30,827
M035,1.25,78,172,2345,8,Needs Maintenance,2024-11-28,827
M017,2.2,101,123,8681,0,Operational,2024-12-31,827
M030,2.08,101,174,2970,74,Needs Maintenance,2024-04-20,827
M019,2.05,114,159,8781,0,Operational,2024-09-07,828
M031,0.53,97,142,6378,0,Operational,2024-12-30,828
M012,0.45,109,172,7876,0,Operational,2024-12-06,828
M025,2.07,68,177,9054,71,Needs Maintenance,2024-06-10,828
M046,0.28,102,147,3545,38,Needs Maintenance,2024-02-14,828
M042,2.79,79,143,7480,0,Operational,2024-10-10,828
M044,2.5,105,152,2105,50,Failed,2024-06-17,828
M025,2.07,68,177,9054,71,Needs Maintenance,2024-02-26,828
M042,2.79,79,143,7480,0,Operational,2024-11-09,828
M001,0.59,77,181,4250,75,Needs Maintenance,2024-05-14,828
M035,1.25,78,172,2345,8,Needs Maintenance,2024-11-21,829
M010,1.13,120,182,7579,0,Operational,2024-03-01,829
M027,0.36,102,146,9776,66,Failed,2024-11-02,829
M041,0.4,112,148,8699,75,Needs Maintenance,2024-03-26,829
M015,2.32,99,166,8487,0,Operational,2024-06-10,829
M006,1.62,67,190,9020,0,Operational,2024-11-05,829
M024,0.54,91,187,9145,0,Operational,2024-10-05,829
M033,2.45,113,128,3782,23,Failed,2024-01-12,829
M002,2.8,95,102,5011,46,Failed,2024-04-05,829
M040,2.95,75,176,6559,57,Needs Maintenance,2024-12-12,829
M004,1.74,89,176,7578,100,Failed,2024-10-13,830
M015,2.32,99,166,8487,0,Operational,2024-07-04,830
M030,2.08,101,174,2970,74,Needs Maintenance,2024-03-08,830
M023,0.52,81,165,3727,17,Failed,2024-03-19,830
M014,0.57,84,109,9624,0,Operational,2024-06-23,830
M049,0.34,92,144,3120,0,Operational,2024-06-05,830
M036,0.62,61,113,3618,0,Operational,2024-04-21,830
M002,2.8,95,102,5011,46,Failed,2024-01-30,830
M006,1.62,67,190,9020,0,Operational,2024-12-10,830
M032,0.67,71,198,3685,44,Needs Maintenance,2024-04-09,830
M038,2.06,117,101,1139,0,Operational,2024-02-20,831
M026,0.37,109,131,3285,15,Failed,2024-01-31,831
M021,0.39,76,153,4004,52,Failed,2024-06-30,831
M021,0.39,76,153,4004,52,Failed,2024-10-27,831
M002,2.8,95,102,5011,46,Failed,2024-11-05,831
M002,2.8,95,102,5011,46,Failed,2024-02-23,831
M026,0.37,109,131,3285,15,Failed,2024-04-28,831
M006,1.62,67,190,9020,0,Operational,2024-06-15,831
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-03,831
M046,0.28,102,147,3545,38,Needs Maintenance,2024-07-07,831
M025,2.07,68,177,9054,71,Needs Maintenance,2024-10-25,832
M030,2.08,101,174,2970,74,Needs Maintenance,2024-09-23,832
M010,1.13,120,182,7579,0,Operational,2024-03-19,832
M014,0.57,84,109,9624,0,Operational,2024-07-06,832
M040,2.95,75,176,6559,57,Needs Maintenance,2024-03-10,832
M049,0.34,92,144,3120,0,Operational,2024-05-08,832
M036,0.62,61,113,3618,0,Operational,2024-09-19,832
M027,0.36,102,146,9776,66,Failed,2024-07-05,832
M016,0.67,73,198,9188,0,Operational,2024-09-05,832
M032,0.67,71,198,3685,44,Needs Maintenance,2024-12-17,832
M048,1.09,102,194,5087,0,Operational,2024-06-29,833
M029,1.27,98,108,4450,27,Failed,2024-05-03,833
M019,2.05,114,159,8781,0,Operational,2024-03-04,833
M034,2.71,120,193,2864,35,Needs Maintenance,2024-07-16,833
M019,2.05,114,159,8781,0,Operational,2024-10-04,833
M021,0.39,76,153,4004,52,Failed,2024-08-10,833
M013,1.69,61,179,8845,0,Operational,2024-03-22,833
M032,0.67,71,198,3685,44,Needs Maintenance,2024-03-30,833
M031,0.53,97,142,6378,0,Operational,2024-06-08,833
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-04,833
M003,1.13,113,107,4038,55,Failed,2024-08-31,834
M007,2.85,64,105,5697,80,Needs Maintenance,2024-10-12,834
M006,1.62,67,190,9020,0,Operational,2024-02-07,834
M003,1.13,113,107,4038,55,Failed,2024-12-24,834
M024,0.54,91,187,9145,0,Operational,2024-02-14,834
M014,0.57,84,109,9624,0,Operational,2024-07-11,834
M010,1.13,120,182,7579,0,Operational,2024-11-24,834
M005,1.26,84,178,6414,0,Operational,2024-06-26,834
M043,2.86,108,141,2442,41,Failed,2024-02-17,834
M050,2.26,77,184,7966,0,Operational,2024-09-05,834
M040,2.95,75,176,6559,57,Needs Maintenance,2024-07-28,835
M040,2.95,75,176,6559,57,Needs Maintenance,2024-11-24,835
M017,2.2,101,123,8681,0,Operational,2024-04-29,835
M028,2.67,101,115,2787,27,Failed,2024-08-05,835
M021,0.39,76,153,4004,52,Failed,2024-05-02,835
M020,0.65,62,132,1738,0,Operational,2024-11-02,835
M038,2.06,117,101,1139,0,Operational,2024-04-18,835
M032,0.67,71,198,3685,44,Needs Maintenance,2024-02-12,835
M017,2.2,101,123,8681,0,Operational,2024-05-24,835
M005,1.26,84,178,6414,0,Operational,2024-03-27,835
M017,2.2,101,123,8681,0,Operational,2024-04-06,836
M009,0.3,79,128,4982,78,Needs Maintenance,2024-02-27,836
M011,1.96,85,106,8906,0,Operational,2024-08-05,836
M020,0.65,62,132,1738,0,Operational,2024-11-04,836
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-20,836
M026,0.37,109,131,3285,15,Failed,2024-08-04,836
M003,1.13,113,107,4038,55,Failed,2024-02-19,836
M010,1.13,120,182,7579,0,Operational,2024-06-27,836
M047,0.73,118,152,6104,98,Needs Maintenance,2024-05-17,836
M002,2.8,95,102,5011,46,Failed,2024-08-19,836
M010,1.13,120,182,7579,0,Operational,2024-10-10,837
M047,0.73,118,152,6104,98,Needs Maintenance,2024-04-03,837
M004,1.74,89,176,7578,100,Failed,2024-12-28,837
M020,0.65,62,132,1738,0,Operational,2024-08-07,837
M006,1.62,67,190,9020,0,Operational,2024-11-24,837
M037,1.21,112,160,8591,85,Failed,2024-04-29,837
M014,0.57,84,109,9624,0,Operational,2024-12-22,837
M007,2.85,64,105,5697,80,Needs Maintenance,2024-10-29,837
M030,2.08,101,174,2970,74,Needs Maintenance,2024-09-17,837
M015,2.32,99,166,8487,0,Operational,2024-08-08,837
M048,1.09,102,194,5087,0,Operational,2024-12-28,838
M032,0.67,71,198,3685,44,Needs Maintenance,2024-12-08,838
M001,0.59,77,181,4250,75,Needs Maintenance,2024-02-29,838
M006,1.62,67,190,9020,0,Operational,2024-03-02,838
M001,0.59,77,181,4250,75,Needs Maintenance,2024-10-20,838
M004,1.74,89,176,7578,100,Failed,2024-05-14,838
M025,2.07,68,177,9054,71,Needs Maintenance,2024-01-27,838
M013,1.69,61,179,8845,0,Operational,2024-06-26,838
M033,2.45,113,128,3782,23,Failed,2024-06-22,838
M015,2.32,99,166,8487,0,Operational,2024-05-28,838
M005,1.26,84,178,6414,0,Operational,2024-11-20,839
M030,2.08,101,174,2970,74,Needs Maintenance,2024-12-21,839
M042,2.79,79,143,7480,0,Operational,2024-08-09,839
M036,0.62,61,113,3618,0,Operational,2024-07-10,839
M026,0.37,109,131,3285,15,Failed,2024-10-21,839
M034,2.71,120,193,2864,35,Needs Maintenance,2024-11-20,839
M036,0.62,61,113,3618,0,Operational,2024-09-04,839
M026,0.37,109,131,3285,15,Failed,2024-10-25,839
M048,1.09,102,194,5087,0,Operational,2024-04-05,839
M015,2.32,99,166,8487,0,Operational,2024-01-02,839
M037,1.21,112,160,8591,85,Failed,2024-06-10,840
M001,0.59,77,181,4250,75,Needs Maintenance,2024-07-06,840
M049,0.34,92,144,3120,0,Operational,2024-03-21,840
M006,1.62,67,190,9020,0,Operational,2024-03-23,840
M035,1.25,78,172,2345,8,Needs Maintenance,2024-05-30,840
M037,1.21,112,160,8591,85,Failed,2024-07-26,840
M049,0.34,92,144,3120,0,Operational,2024-05-15,840
M010,1.13,120,182,7579,0,Operational,2024-05-09,840
M033,2.45,113,128,3782,23,Failed,2024-01-27,840
M046,0.28,102,147,3545,38,Needs Maintenance,2024-10-10,840
M021,0.39,76,153,4004,52,Failed,2024-11-04,841
M047,0.73,118,152,6104,98,Needs Maintenance,2024-04-12,841
M037,1.21,112,160,8591,85,Failed,2024-01-07,841
M031,0.53,97,142,6378,0,Operational,2024-04-27,841
M043,2.86,108,141,2442,41,Failed,2024-02-23,841
M045,2.18,72,181,3275,0,Operational,2024-12-10,841
M034,2.71,120,193,2864,35,Needs Maintenance,2024-01-27,841
M042,2.79,79,143,7480,0,Operational,2024-06-03,841
M011,1.96,85,106,8906,0,Operational,2024-07-17,841
M031,0.53,97,142,6378,0,Operational,2024-04-25,841
M050,2.26,77,184,7966,0,Operational,2024-08-14,842
M029,1.27,98,108,4450,27,Failed,2024-01-16,842
M043,2.86,108,141,2442,41,Failed,2024-02-24,842
M049,0.34,92,144,3120,0,Operational,2024-06-10,842
M047,0.73,118,152,6104,98,Needs Maintenance,2024-11-27,842
M008,2.95,100,149,5055,86,Failed,2024-06-29,842
M014,0.57,84,109,9624,0,Operational,2024-11-23,842
M016,0.67,73,198,9188,0,Operational,2024-06-19,842
M017,2.2,101,123,8681,0,Operational,2024-10-12,842
M034,2.71,120,193,2864,35,Needs Maintenance,2024-12-22,842
M002,2.8,95,102,5011,46,Failed,2024-01-11,843
M041,0.4,112,148,8699,75,Needs Maintenance,2024-02-11,843
M005,1.26,84,178,6414,0,Operational,2024-02-13,843
M017,2.2,101,123,8681,0,Operational,2024-08-15,843
M032,0.67,71,198,3685,44,Needs Maintenance,2024-01-15,843
M033,2.45,113,128,3782,23,Failed,2024-11-20,843
M022,0.68,107,123,5729,90,Failed,2024-04-25,843
M047,0.73,118,152,6104,98,Needs Maintenance,2024-10-28,843
M048,1.09,102,194,5087,0,Operational,2024-10-14,843
M029,1.27,98,108,4450,27,Failed,2024-12-06,843
M016,0.67,73,198,9188,0,Operational,2024-06-15,844
M026,0.37,109,131,3285,15,Failed,2024-04-12,844
M044,2.5,105,152,2105,50,Failed,2024-03-25,844
M006,1.62,67,190,9020,0,Operational,2024-06-30,844
M019,2.05,114,159,8781,0,Operational,2024-05-30,844
M008,2.95,100,149,5055,86,Failed,2024-05-14,844
M001,0.59,77,181,4250,75,Needs Maintenance,2024-05-26,844
M011,1.96,85,106,8906,0,Operational,2024-04-26,844
M025,2.07,68,177,9054,71,Needs Maintenance,2024-11-12,844
M016,0.67,73,198,9188,0,Operational,2024-11-07,844
M009,0.3,79,128,4982,78,Needs Maintenance,2024-10-03,845
M022,0.68,107,123,5729,90,Failed,2024-05-12,845
M010,1.13,120,182,7579,0,Operational,2024-03-10,845
M002,2.8,95,102,5011,46,Failed,2024-04-20,845
M037,1.21,112,160,8591,85,Failed,2024-09-07,845
M040,2.95,75,176,6559,57,Needs Maintenance,2024-09-30,845
M039,2.71,63,109,7048,0,Operational,2024-12-28,845
M046,0.28,102,147,3545,38,Needs Maintenance,2024-12-19,845
M042,2.79,79,143,7480,0,Operational,2024-01-07,845
M025,2.07,68,177,9054,71,Needs Maintenance,2024-01-20,845
M045,2.18,72,181,3275,0,Operational,2024-07-15,846
M018,2.69,93,178,5200,0,Operational,2024-04-29,846
M047,0.73,118,152,6104,98,Needs Maintenance,2024-09-25,846
M028,2.67,101,115,2787,27,Failed,2024-12-10,846
M042,2.79,79,143,7480,0,Operational,2024-02-15,846
M012,0.45,109,172,7876,0,Operational,2024-02-10,846
M032,0.67,71,198,3685,44,Needs Maintenance,2024-01-29,846
M007,2.85,64,105,5697,80,Needs Maintenance,2024-01-03,846
M049,0.34,92,144,3120,0,Operational,2024-06-29,846
M030,2.08,101,174,2970,74,Needs Maintenance,2024-07-05,846
M012,0.45,109,172,7876,0,Operational,2024-12-26,847
M036,0.62,61,113,3618,0,Operational,2024-09-28,847
M043,2.86,108,141,2442,41,Failed,2024-08-14,847
M037,1.21,112,160,8591,85,Failed,2024-09-11,847
M031,0.53,97,142,6378,0,Operational,2024-10-22,847
M002,2.8,95,102,5011,46,Failed,2024-06-22,847
M006,1.62,67,190,9020,0,Operational,2024-04-19,847
M024,0.54,91,187,9145,0,Operational,2024-07-06,847
M014,0.57,84,109,9624,0,Operational,2024-04-26,847
M040,2.95,75,176,6559,57,Needs Maintenance,2024-09-20,847
M034,2.71,120,193,2864,35,Needs Maintenance,2024-07-14,848
M027,0.36,102,146,9776,66,Failed,2024-11-30,848
M015,2.32,99,166,8487,0,Operational,2024-03-17,848
M007,2.85,64,105,5697,80,Needs Maintenance,2024-04-12,848
M002,2.8,95,102,5011,46,Failed,2024-04-13,848
M021,0.39,76,153,4004,52,Failed,2024-06-20,848
M007,2.85,64,105,5697,80,Needs Maintenance,2024-10-19,848
M047,0.73,118,152,6104,98,Needs Maintenance,2024-12-07,848
M042,2.79,79,143,7480,0,Operational,2024-08-17,848
M047,0.73,118,152,6104,98,Needs Maintenance,2024-04-07,848
M013,1.69,61,179,8845,0,Operational,2024-06-14,849
M010,1.13,120,182,7579,0,Operational,2024-09-11,849
M048,1.09,102,194,5087,0,Operational,2024-10-17,849
M050,2.26,77,184,7966,0,Operational,2024-05-23,849
M027,0.36,102,146,9776,66,Failed,2024-04-26,849
M013,1.69,61,179,8845,0,Operational,2024-09-15,849
M024,0.54,91,187,9145,0,Operational,2024-12-10,849
M031,0.53,97,142,6378,0,Operational,2024-08-06,849
M028,2.67,101,115,2787,27,Failed,2024-06-03,849
M036,0.62,61,113,3618,0,Operational,2024-01-13,849
M002,2.8,95,102,5011,46,Failed,2024-10-16,850
M023,0.52,81,165,3727,17,Failed,2024-11-22,850
M007,2.85,64,105,5697,80,Needs Maintenance,2024-06-21,850
M020,0.65,62,132,1738,0,Operational,2024-08-15,850
M036,0.62,61,113,3618,0,Operational,2024-12-24,850
M020,0.65,62,132,1738,0,Operational,2024-09-25,850
M040,2.95,75,176,6559,57,Needs Maintenance,2024-08-05,850
M009,0.3,79,128,4982,78,Needs Maintenance,2024-07-11,850
M046,0.28,102,147,3545,38,Needs Maintenance,2024-12-18,850
M019,2.05,114,159,8781,0,Operational,2024-05-20,850
M048,1.09,102,194,5087,0,Operational,2024-08-29,851
M027,0.36,102,146,9776,66,Failed,2024-04-08,851
M024,0.54,91,187,9145,0,Operational,2024-02-22,851
M021,0.39,76,153,4004,52,Failed,2024-08-10,851
M002,2.8,95,102,5011,46,Failed,2024-03-12,851
M020,0.65,62,132,1738,0,Operational,2024-02-13,851
M026,0.37,109,131,3285,15,Failed,2024-08-27,851
M035,1.25,78,172,2345,8,Needs Maintenance,2024-01-28,851
M011,1.96,85,106,8906,0,Operational,2024-04-24,851
M031,0.53,97,142,6378,0,Operational,2024-01-11,851
M041,0.4,112,148,8699,75,Needs Maintenance,2024-04-30,852
M013,1.69,61,179,8845,0,Operational,2024-05-28,852
M004,1.74,89,176,7578,100,Failed,2024-12-24,852
M044,2.5,105,152,2105,50,Failed,2024-10-05,852
M021,0.39,76,153,4004,52,Failed,2024-04-17,852
M023,0.52,81,165,3727,17,Failed,2024-09-04,852
M038,2.06,117,101,1139,0,Operational,2024-08-31,852
M044,2.5,105,152,2105,50,Failed,2024-01-24,852
M033,2.45,113,128,3782,23,Failed,2024-07-26,852
M046,0.28,102,147,3545,38,Needs Maintenance,2024-01-02,852
M050,2.26,77,184,7966,0,Operational,2024-12-28,853
M037,1.21,112,160,8591,85,Failed,2024-11-18,853
M039,2.71,63,109,7048,0,Operational,2024-08-29,853
M035,1.25,78,172,2345,8,Needs Maintenance,2024-07-11,853
M014,0.57,84,109,9624,0,Operational,2024-08-14,853
M049,0.34,92,144,3120,0,Operational,2024-01-06,853
M033,2.45,113,128,3782,23,Failed,2024-03-08,853
M011,1.96,85,106,8906,0,Operational,2024-03-30,853
M020,0.65,62,132,1738,0,Operational,2024-10-27,853
M021,0.39,76,153,4004,52,Failed,2024-10-29,853
M047,0.73,118,152,6104,98,Needs Maintenance,2024-11-16,854
M006,1.62,67,190,9020,0,Operational,2024-01-19,854
M003,1.13,113,107,4038,55,Failed,2024-01-04,854
M001,0.59,77,181,4250,75,Needs Maintenance,2024-10-22,854
M019,2.05,114,159,8781,0,Operational,2024-07-20,854
M047,0.73,118,152,6104,98,Needs Maintenance,2024-01-29,854
M016,0.67,73,198,9188,0,Operational,2024-08-18,854
M019,2.05,114,159,8781,0,Operational,2024-10-02,854
M003,1.13,113,107,4038,55,Failed,2024-05-24,854
M012,0.45,109,172,7876,0,Operational,2024-05-27,854
M015,2.32,99,166,8487,0,Operational,2024-06-23,855
M021,0.39,76,153,4004,52,Failed,2024-12-01,855
M044,2.5,105,152,2105,50,Failed,2024-06-29,855
M026,0.37,109,131,3285,15,Failed,2024-08-08,855
M030,2.08,101,174,2970,74,Needs Maintenance,2024-03-17,855
M037,1.21,112,160,8591,85,Failed,2024-07-27,855
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-29,855
M004,1.74,89,176,7578,100,Failed,2024-02-28,855
M041,0.4,112,148,8699,75,Needs Maintenance,2024-01-30,855
M029,1.27,98,108,4450,27,Failed,2024-10-29,855
M030,2.08,101,174,2970,74,Needs Maintenance,2024-03-16,856
M032,0.67,71,198,3685,44,Needs Maintenance,2024-01-10,856
M036,0.62,61,113,3618,0,Operational,2024-07-03,856
M034,2.71,120,193,2864,35,Needs Maintenance,2024-12-26,856
M017,2.2,101,123,8681,0,Operational,2024-10-01,856
M013,1.69,61,179,8845,0,Operational,2024-03-29,856
M043,2.86,108,141,2442,41,Failed,2024-03-13,856
M016,0.67,73,198,9188,0,Operational,2024-05-29,856
M040,2.95,75,176,6559,57,Needs Maintenance,2024-08-15,856
M002,2.8,95,102,5011,46,Failed,2024-10-17,856
M020,0.65,62,132,1738,0,Operational,2024-08-17,857
M024,0.54,91,187,9145,0,Operational,2024-03-04,857
M033,2.45,113,128,3782,23,Failed,2024-02-15,857
M012,0.45,109,172,7876,0,Operational,2024-12-25,857
M023,0.52,81,165,3727,17,Failed,2024-04-12,857
M015,2.32,99,166,8487,0,Operational,2024-10-30,857
M034,2.71,120,193,2864,35,Needs Maintenance,2024-12-10,857
M044,2.5,105,152,2105,50,Failed,2024-10-06,857
M033,2.45,113,128,3782,23,Failed,2024-05-29,857
M033,2.45,113,128,3782,23,Failed,2024-02-18,857
M034,2.71,120,193,2864,35,Needs Maintenance,2024-06-24,858
M036,0.62,61,113,3618,0,Operational,2024-09-14,858
M007,2.85,64,105,5697,80,Needs Maintenance,2024-01-31,858
M035,1.25,78,172,2345,8,Needs Maintenance,2024-07-15,858
M027,0.36,102,146,9776,66,Failed,2024-07-01,858
M012,0.45,109,172,7876,0,Operational,2024-11-05,858
M033,2.45,113,128,3782,23,Failed,2024-01-30,858
M035,1.25,78,172,2345,8,Needs Maintenance,2024-11-28,858
M018,2.69,93,178,5200,0,Operational,2024-11-20,858
M002,2.8,95,102,5011,46,Failed,2024-01-13,858
M006,1.62,67,190,9020,0,Operational,2024-07-29,859
M037,1.21,112,160,8591,85,Failed,2024-10-13,859
M030,2.08,101,174,2970,74,Needs Maintenance,2024-01-28,859
M047,0.73,118,152,6104,98,Needs Maintenance,2024-06-13,859
M020,0.65,62,132,1738,0,Operational,2024-12-28,859
M021,0.39,76,153,4004,52,Failed,2024-10-23,859
M021,0.39,76,153,4004,52,Failed,2024-11-24,859
M050,2.26,77,184,7966,0,Operational,2024-05-08,859
M031,0.53,97,142,6378,0,Operational,2024-10-01,859
M046,0.28,102,147,3545,38,Needs Maintenance,2024-06-03,859
M015,2.32,99,166,8487,0,Operational,2024-06-05,860
M022,0.68,107,123,5729,90,Failed,2024-08-29,860
M011,1.96,85,106,8906,0,Operational,2024-03-27,860
M026,0.37,109,131,3285,15,Failed,2024-04-04,860
M021,0.39,76,153,4004,52,Failed,2024-04-24,860
M046,0.28,102,147,3545,38,Needs Maintenance,2024-05-18,860
M040,2.95,75,176,6559,57,Needs Maintenance,2024-07-17,860
M005,1.26,84,178,6414,0,Operational,2024-05-30,860
M035,1.25,78,172,2345,8,Needs Maintenance,2024-01-28,860
M044,2.5,105,152,2105,50,Failed,2024-11-03,860
M001,0.59,77,181,4250,75,Needs Maintenance,2024-05-20,861
M014,0.57,84,109,9624,0,Operational,2024-04-10,861
M032,0.67,71,198,3685,44,Needs Maintenance,2024-02-28,861
M012,0.45,109,172,7876,0,Operational,2024-03-13,861
M023,0.52,81,165,3727,17,Failed,2024-06-10,861
M002,2.8,95,102,5011,46,Failed,2024-12-15,861
M048,1.09,102,194,5087,0,Operational,2024-06-19,861
M027,0.36,102,146,9776,66,Failed,2024-06-14,861
M042,2.79,79,143,7480,0,Operational,2024-12-15,861
M034,2.71,120,193,2864,35,Needs Maintenance,2024-04-06,861
M025,2.07,68,177,9054,71,Needs Maintenance,2024-10-07,862
M007,2.85,64,105,5697,80,Needs Maintenance,2024-03-07,862
M030,2.08,101,174,2970,74,Needs Maintenance,2024-01-04,862
M029,1.27,98,108,4450,27,Failed,2024-02-01,862
M040,2.95,75,176,6559,57,Needs Maintenance,2024-07-04,862
M045,2.18,72,181,3275,0,Operational,2024-08-23,862
M004,1.74,89,176,7578,100,Failed,2024-08-29,862
M044,2.5,105,152,2105,50,Failed,2024-11-28,862
M037,1.21,112,160,8591,85,Failed,2024-01-09,862
M031,0.53,97,142,6378,0,Operational,2024-04-10,862
M050,2.26,77,184,7966,0,Operational,2024-10-27,863
M012,0.45,109,172,7876,0,Operational,2024-02-22,863
M050,2.26,77,184,7966,0,Operational,2024-11-24,863
M024,0.54,91,187,9145,0,Operational,2024-08-06,863
M043,2.86,108,141,2442,41,Failed,2024-07-13,863
M016,0.67,73,198,9188,0,Operational,2024-02-06,863
M041,0.4,112,148,8699,75,Needs Maintenance,2024-02-25,863
M006,1.62,67,190,9020,0,Operational,2024-10-12,863
M033,2.45,113,128,3782,23,Failed,2024-05-24,863
M047,0.73,118,152,6104,98,Needs Maintenance,2024-07-31,863
M002,2.8,95,102,5011,46,Failed,2024-09-20,864
M001,0.59,77,181,4250,75,Needs Maintenance,2024-08-21,864
M019,2.05,114,159,8781,0,Operational,2024-09-14,864
M032,0.67,71,198,3685,44,Needs Maintenance,2024-04-23,864
M009,0.3,79,128,4982,78,Needs Maintenance,2024-09-02,864
M036,0.62,61,113,3618,0,Operational,2024-04-15,864
M038,2.06,117,101,1139,0,Operational,2024-03-01,864
M049,0.34,92,144,3120,0,Operational,2024-01-10,864
M003,1.13,113,107,4038,55,Failed,2024-05-18,864
M035,1.25,78,172,2345,8,Needs Maintenance,2024-11-07,864
M019,2.05,114,159,8781,0,Operational,2024-07-08,865
M019,2.05,114,159,8781,0,Operational,2024-04-05,865
M050,2.26,77,184,7966,0,Operational,2024-09-15,865
M019,2.05,114,159,8781,0,Operational,2024-04-27,865
M034,2.71,120,193,2864,35,Needs Maintenance,2024-11-18,865
M032,0.67,71,198,3685,44,Needs Maintenance,2024-08-21,865
M016,0.67,73,198,9188,0,Operational,2024-06-13,865
M009,0.3,79,128,4982,78,Needs Maintenance,2024-10-09,865
M004,1.74,89,176,7578,100,Failed,2024-12-10,865
M005,1.26,84,178,6414,0,Operational,2024-01-04,865
M006,1.62,67,190,9020,0,Operational,2024-02-04,866
